tconst	parentTconst	seasonNumber	episodeNumber
tt1635638	tt1405406	1	20
tt1635806	tt0496424	5	1
tt1635807	tt0496424	5	10
tt1635808	tt0496424	5	11
tt1635809	tt0496424	5	12
tt1635810	tt0496424	5	13
tt1635811	tt0496424	5	14
tt1635812	tt0496424	5	15
tt1635813	tt0496424	5	16
tt1635814	tt0496424	5	2
tt1635815	tt0496424	5	3
tt1635816	tt0496424	5	4
tt1635817	tt0496424	5	5
tt1635818	tt0496424	5	6
tt1635819	tt0496424	5	7
tt1635820	tt0496424	5	8
tt1635821	tt0496424	5	9
tt1635822	tt0496424	4	19
tt1635823	tt0496424	4	18
tt1635824	tt0496424	4	17
tt1635827	tt1225901	3	1
tt1635828	tt1225901	3	10
tt1635829	tt1225901	3	11
tt1635830	tt1225901	3	12
tt1635831	tt1225901	3	13
tt1635832	tt1225901	3	14
tt1635833	tt1225901	3	15
tt1635834	tt1225901	3	16
tt1635835	tt1225901	3	17
tt1635836	tt1225901	3	18
tt1635837	tt1225901	3	19
tt1635838	tt1225901	3	2
tt1635839	tt1225901	3	20
tt1635840	tt1225901	3	21
tt1635841	tt1225901	3	22
tt1635842	tt1225901	3	3
tt1635843	tt1225901	3	4
tt1635844	tt1225901	3	5
tt1635845	tt1225901	3	6
tt1635846	tt1225901	3	7
tt1635847	tt1225901	3	8
tt1635848	tt1225901	3	9
tt16358534	tt14609588	1	9
tt16358538	tt14609588	1	10
tt16358544	tt14609588	1	11
tt16358548	tt14609588	1	12
tt16358556	tt14609588	1	13
tt16358566	tt14609588	1	14
tt16358574	tt14609588	1	15
tt16358582	tt14609588	1	16
tt1635909	tt1280822	2	1
tt1635910	tt1280822	2	3
tt1635911	tt1280822	2	4
tt1635912	tt1280822	2	5
tt1635950	tt1119644	3	18
tt1635985	tt0397442	4	1
tt1635986	tt0397442	4	10
tt1635987	tt0397442	4	11
tt1635988	tt0397442	4	12
tt1635989	tt0397442	4	13
tt1635990	tt0397442	4	14
tt1635991	tt0397442	4	15
tt1635992	tt0397442	4	16
tt1635993	tt0397442	4	17
tt1635994	tt0397442	4	18
tt1635995	tt0397442	4	19
tt1635996	tt0397442	4	2
tt1635997	tt0397442	4	20
tt1635998	tt0397442	4	21
tt1635999	tt0397442	4	22
tt1636000	tt0397442	4	3
tt1636001	tt0397442	4	4
tt1636002	tt0397442	4	5
tt1636003	tt0397442	4	6
tt1636004	tt0397442	4	7
tt1636005	tt0397442	4	8
tt1636006	tt0397442	4	9
tt1636170	tt0472954	6	1
tt1636171	tt0472954	6	10
tt1636172	tt0472954	6	11
tt1636173	tt0472954	6	12
tt1636175	tt0472954	6	2
tt1636176	tt0472954	6	3
tt1636177	tt0472954	6	4
tt1636178	tt0472954	6	5
tt1636179	tt0472954	6	6
tt1636180	tt0472954	6	7
tt1636181	tt0472954	6	8
tt1636182	tt0472954	6	9
tt1636221	tt0368530	7	22
tt1636223	tt1416765	1	13
tt1636224	tt1266020	3	1
tt1636225	tt1266020	3	10
tt1636226	tt1266020	3	11
tt1636227	tt1266020	3	12
tt1636228	tt1266020	3	13
tt1636229	tt1266020	3	14
tt1636230	tt1266020	3	15
tt1636231	tt1266020	3	16
tt1636235	tt1266020	3	2
tt1636239	tt1266020	3	3
tt1636240	tt1266020	3	4
tt1636241	tt1266020	3	5
tt1636242	tt1266020	3	6
tt1636243	tt1266020	3	7
tt1636244	tt1266020	3	8
tt1636245	tt1266020	3	9
tt1636337	tt1405406	1	21
tt1636338	tt1405406	1	22
tt1636339	tt1405406	2	1
tt1636340	tt1405406	2	10
tt1636341	tt1405406	2	11
tt1636342	tt1405406	2	12
tt1636343	tt1405406	2	13
tt1636344	tt1405406	2	14
tt1636345	tt1405406	2	15
tt1636346	tt1405406	2	16
tt1636347	tt1405406	2	17
tt1636348	tt1405406	2	18
tt1636349	tt1405406	2	19
tt1636350	tt1405406	2	2
tt1636351	tt1405406	2	20
tt1636352	tt1405406	2	21
tt1636353	tt1405406	2	22
tt1636354	tt1405406	2	3
tt1636355	tt1405406	2	4
tt1636356	tt1405406	2	5
tt1636357	tt1405406	2	6
tt1636358	tt1405406	2	7
tt1636359	tt1405406	2	8
tt1636360	tt1405406	2	9
tt16364550	tt14218674	1	10
tt1636905	tt0810788	4	4
tt16369100	tt4155738	7	3
tt1637425	tt1416765	1	12
tt16376978	tt4155738	7	4
tt16377350	tt4155738	7	5
tt1638172	tt1578873	1	3
tt16383450	tt13814840	2	1
tt16383776	tt13814840	2	2
tt16383800	tt13814840	2	3
tt16383806	tt13814840	2	4
tt16383812	tt13814840	2	5
tt16383820	tt13814840	2	6
tt16383836	tt13814840	2	7
tt16383858	tt13814840	2	8
tt16383866	tt13814840	2	9
tt16383902	tt13814840	2	10
tt16384274	tt14611874	2	15
tt16384360	tt13814840	2	11
tt16384364	tt13814840	2	12
tt16384374	tt13814840	2	13
tt16384388	tt13814840	2	14
tt16384438	tt13814840	2	15
tt16384446	tt13814840	2	16
tt1638652	tt0203259	11	22
tt1638829	tt1525182	1	1
tt1638830	tt1525182	1	2
tt1638831	tt1525182	1	3
tt1638832	tt1525182	1	4
tt1638833	tt1525182	1	5
tt1638844	tt1635327	3	15
tt16392966	tt1595859	12	10
tt16402694	tt10313176	3	10
tt16404408	tt11188682	1	10
tt1640787	tt0810788	4	10
tt1640788	tt0810788	4	11
tt1640789	tt0810788	4	12
tt1640790	tt0810788	4	13
tt1640791	tt0810788	4	14
tt1640792	tt0810788	4	15
tt1640793	tt0810788	4	16
tt1640794	tt0810788	4	2
tt1640795	tt0810788	4	3
tt1640796	tt0810788	4	5
tt1640797	tt0810788	4	6
tt1640798	tt0810788	4	7
tt1640799	tt0810788	4	8
tt1640800	tt0810788	4	9
tt1640801	tt0810788	5	1
tt1640802	tt0810788	5	10
tt1640803	tt0810788	5	11
tt1640804	tt0810788	5	12
tt1640805	tt0810788	5	13
tt1640806	tt0810788	5	14
tt1640807	tt0810788	5	15
tt1640808	tt0810788	5	16
tt1640809	tt0810788	5	2
tt1640810	tt0810788	5	3
tt1640811	tt0810788	5	4
tt1640812	tt0810788	5	5
tt1640813	tt0810788	5	6
tt1640814	tt0810788	5	7
tt1640815	tt0810788	5	8
tt1640816	tt0810788	5	9
tt1640817	tt0810788	6	1
tt1640818	tt0810788	6	2
tt1640819	tt0810788	6	3
tt1640820	tt0810788	6	4
tt1640821	tt0810788	6	5
tt16409302	tt3893028	7	20
tt1640994	tt0460649	5	23
tt1641070	tt0364845	7	20
tt1641071	tt0364845	7	21
tt1641091	tt1416765	2	1
tt1641092	tt1416765	2	10
tt1641093	tt1416765	2	11
tt1641094	tt1416765	2	12
tt1641095	tt1416765	2	13
tt1641096	tt1416765	2	2
tt1641097	tt1416765	2	3
tt1641098	tt1416765	2	4
tt1641099	tt1416765	2	5
tt1641100	tt1416765	2	6
tt1641101	tt1416765	2	7
tt1641102	tt1416765	2	8
tt1641103	tt1416765	2	9
tt1641163	tt1195935	2	1
tt1641164	tt1195935	2	10
tt1641165	tt1195935	2	11
tt1641166	tt1195935	2	12
tt1641167	tt1195935	2	13
tt1641168	tt1195935	2	14
tt1641169	tt1195935	2	15
tt1641170	tt1195935	2	16
tt1641171	tt1195935	2	17
tt1641172	tt1195935	2	18
tt1641174	tt1195935	2	2
tt16411744	tt15788142	12	18
tt1641175	tt1195935	2	20
tt1641176	tt1195935	3	2
tt1641177	tt1195935	2	3
tt1641178	tt1195935	2	4
tt1641179	tt1195935	2	5
tt1641180	tt1195935	2	6
tt1641181	tt1195935	2	7
tt1641182	tt1195935	2	8
tt1641183	tt1195935	2	9
tt1641262	tt0810788	4	1
tt16416014	tt3981902	2	2
tt16422880	tt16305602	2	2
tt1642671	tt1321805	1	20
tt1642672	tt0496424	4	21
tt1642673	tt0496424	4	22
tt1642674	tt0496424	4	20
tt16429738	tt16417104	1	1
tt16429742	tt16417104	1	2
tt16429748	tt16417104	1	3
tt16429752	tt16417104	1	4
tt1643129	tt0843933	\N	\N
tt1643134	tt0843933	\N	\N
tt1643272	tt0859592	4	7
tt16432728	tt4591680	6	1
tt1643273	tt0859592	4	8
tt1643297	tt0262151	3	12
tt1643300	tt0262151	4	2
tt1643301	tt0262151	4	3
tt1643302	tt0262151	3	13
tt1643477	tt1280822	2	6
tt1643647	tt0413573	6	24
tt1643648	tt0413573	6	23
tt16437452	tt10544020	1	46
tt16437466	tt10544020	1	52
tt16437478	tt10544020	1	55
tt16437490	tt10544020	1	57
tt16438330	tt10544020	1	58
tt16438350	tt10544020	1	60
tt16438392	tt10544020	1	63
tt16438410	tt10544020	1	67
tt16438450	tt10544020	1	68
tt16438456	tt10544020	1	69
tt1644150	tt1635327	2	40
tt1644168	tt1635327	2	5
tt1644223	tt1635327	1	6
tt16443034	tt7945066	2	7
tt1644420	tt0825466	6	9
tt1644792	tt0203259	11	23
tt1644833	tt0364845	7	22
tt1644857	tt0972412	3	22
tt1644858	tt0972412	3	23
tt1644859	tt0972412	3	21
tt1644869	tt1578873	1	4
tt16450512	tt0182576	20	11
tt1645210	tt0859592	4	6
tt1645662	tt0462128	5	20
tt1646062	tt1358522	2	1
tt1646694	tt1578873	1	6
tt1646695	tt1578873	1	8
tt1646696	tt1578873	1	7
tt1646697	tt1578873	1	5
tt1646860	tt0393009	7	19
tt1647025	tt0452046	5	23
tt1647241	tt1319735	2	2
tt1647295	tt0758790	4	3
tt1647502	tt0452046	5	22
tt1648240	tt0859592	4	14
tt1648241	tt0859592	4	9
tt1648297	tt0233041	1	4
tt1648298	tt0233041	1	11
tt1648299	tt0233041	1	14
tt1648300	tt0233041	1	27
tt1648494	tt0460649	5	24
tt1648639	tt0364845	7	23
tt1648911	tt1358522	2	2
tt1649456	tt0859592	4	10
tt1649457	tt0859592	4	11
tt1649458	tt0859592	4	12
tt1649459	tt0859592	4	13
tt1649463	tt0979432	1	7
tt1649513	tt0247882	13	42
tt1649823	tt1103987	3	5
tt1650233	tt1634676	1	8
tt1650377	tt1358522	2	3
tt1651851	tt0758790	4	4
tt1652428	tt1641653	1	6
tt1652941	tt0758790	4	6
tt1653119	tt0758790	4	5
tt1653497	tt0364845	7	24
tt16538292	tt0364845	19	10
tt16539104	tt15204342	2	29
tt1654294	tt0203259	11	24
tt1654295	tt1235099	3	1
tt1654296	tt1235099	3	10
tt1654297	tt1235099	3	11
tt1654298	tt1235099	3	12
tt1654299	tt1235099	3	13
tt1654300	tt1235099	3	2
tt1654301	tt1235099	3	3
tt1654302	tt1235099	3	7
tt1654303	tt1235099	3	4
tt1654304	tt1235099	3	5
tt1654305	tt1235099	3	6
tt1654306	tt1235099	3	8
tt1654307	tt1235099	3	9
tt1654555	tt1280822	2	8
tt1654610	tt0275148	19	2
tt1654987	tt1280822	2	7
tt1655120	tt1103987	3	4
tt1656236	tt0904208	4	1
tt1656237	tt0904208	4	2
tt1656238	tt0904208	4	3
tt1656239	tt0904208	4	4
tt1656240	tt0904208	4	5
tt1656241	tt0904208	4	6
tt1656246	tt0377156	1	3
tt1656304	tt0247882	9	12
tt1656305	tt0247882	13	6
tt1656306	tt0247882	13	7
tt1656307	tt0247882	6	9
tt1656872	tt1179817	3	1
tt1656888	tt1358522	2	5
tt1656912	tt0904208	4	10
tt1656913	tt0904208	4	11
tt1656914	tt0904208	4	12
tt1656915	tt0904208	4	7
tt1656916	tt0904208	4	8
tt1656917	tt0904208	4	9
tt1656966	tt0103396	8	50
tt1657266	tt1358522	2	4
tt1657993	tt0377156	1	6
tt1657994	tt0377156	1	5
tt1659080	tt0487849	2	13
tt1659081	tt0487849	2	10
tt1659082	tt0487849	2	3
tt1659083	tt0487849	2	4
tt1659084	tt0487849	2	5
tt1659085	tt0487849	2	2
tt1659086	tt0487849	2	6
tt1659087	tt0487849	2	12
tt1659088	tt0487849	2	8
tt1659089	tt0487849	2	1
tt1659090	tt0487849	2	7
tt1659091	tt0487849	2	11
tt1659092	tt0487849	2	9
tt1659873	tt0110004	1	1
tt1659975	tt0487849	2	25
tt1659976	tt0487849	2	31
tt1659977	tt0487849	2	22
tt1659978	tt0487849	2	34
tt1659979	tt0487849	2	19
tt1659980	tt0487849	2	26
tt1659981	tt0487849	2	15
tt1659982	tt0487849	2	14
tt1659983	tt0487849	2	32
tt1659984	tt0487849	2	37
tt1659985	tt0487849	2	29
tt1659986	tt0487849	2	21
tt1659987	tt0487849	2	24
tt1659988	tt0487849	2	30
tt1659989	tt0487849	2	17
tt1659990	tt0487849	2	23
tt1659991	tt0487849	2	35
tt1659992	tt0487849	2	33
tt1659993	tt0487849	2	36
tt1659994	tt0487849	2	28
tt1659995	tt0487849	2	16
tt1659996	tt0487849	2	20
tt1659997	tt0487849	2	38
tt1659998	tt0487849	2	27
tt1659999	tt0487849	2	18
tt16605606	tt0203259	23	11
tt1660703	tt0122814	1	1
tt1660881	tt1651941	1	2
tt16609868	tt13833784	12	3
tt1661000	tt0758790	4	8
tt1661559	tt0098818	1	3
tt1661560	tt0098818	1	12
tt1661561	tt0098818	1	8
tt1661562	tt0098818	1	9
tt1661563	tt0098818	1	10
tt1661564	tt0098818	3	1
tt1661983	tt0098818	1	7
tt1661984	tt0098818	1	15
tt1661985	tt0098818	2	22
tt1661986	tt0098818	3	29
tt1662066	tt1595859	1	1
tt1662338	tt0098818	3	8
tt1662339	tt0098818	3	28
tt1662563	tt0098818	2	23
tt1662888	tt0098818	2	2
tt1662889	tt0098818	2	3
tt1662890	tt0098818	2	5
tt1662891	tt0098818	2	7
tt1662892	tt0098818	2	8
tt1662893	tt0098818	2	9
tt1662997	tt0487849	2	41
tt1662999	tt0487849	2	48
tt1663000	tt0487849	2	46
tt1663001	tt0487849	2	50
tt1663002	tt0487849	2	47
tt1663003	tt0487849	2	49
tt1663004	tt0487849	2	39
tt1663005	tt0487849	2	44
tt1663006	tt0487849	2	42
tt1663007	tt0487849	2	43
tt1663008	tt0487849	2	45
tt1663009	tt0487849	2	52
tt1663010	tt0487849	2	40
tt1663011	tt0487849	2	51
tt1664137	tt1307510	1	1
tt1664243	tt0098818	3	25
tt1664245	tt0098818	3	7
tt1664246	tt0098818	3	3
tt1664247	tt0098818	3	6
tt1664248	tt0098818	3	24
tt1664458	tt0368530	8	1
tt1664459	tt0368530	8	10
tt1664460	tt0368530	8	11
tt1664461	tt0368530	8	12
tt1664462	tt0368530	8	2
tt1664463	tt0368530	8	3
tt1664464	tt0368530	8	4
tt1664465	tt0368530	8	5
tt1664466	tt0368530	8	6
tt1664467	tt0368530	8	7
tt1664468	tt0368530	8	8
tt1664469	tt0368530	8	9
tt1664527	tt1649947	1	1
tt1664529	tt1475582	1	2
tt1664530	tt1475582	1	3
tt1664614	tt0439100	6	3
tt16650442	tt5287754	11	26
tt1665071	tt1475582	1	1
tt1665335	tt1639780	1	2
tt1665705	tt0439100	6	2
tt1666898	tt0098818	3	14
tt1666899	tt0098818	3	15
tt1666900	tt0098818	3	16
tt1666901	tt0098818	3	17
tt1666902	tt0098818	3	18
tt1666903	tt0098818	3	19
tt1666904	tt0098818	3	20
tt1666905	tt0098818	3	21
tt1667039	tt1663611	2	8
tt1667555	tt0110004	1	2
tt1668798	tt1615919	1	1
tt1669297	tt1595894	1	2
tt1669372	tt0247882	13	47
tt1669740	tt1179817	3	2
tt1669741	tt1179817	3	3
tt1669742	tt1179817	3	4
tt1669766	tt1358522	2	6
tt1670435	tt1327801	3	1
tt1670477	tt1235099	2	15
tt1670802	tt1103987	3	1
tt16711588	tt6974890	2	4
tt1671162	tt1103987	3	2
tt16713388	tt14090514	1	6
tt1672278	tt0810788	4	17
tt1672279	tt0810788	4	18
tt1672286	tt1307510	1	47
tt1672287	tt1307510	1	49
tt1672288	tt1307510	1	37
tt1672289	tt1307510	1	43
tt1672290	tt1307510	1	31
tt1672291	tt1307510	1	13
tt1672320	tt1280822	2	10
tt1672554	tt0758790	4	10
tt1672555	tt0758790	4	9
tt1672650	tt1103987	3	3
tt1672974	tt1280822	2	9
tt1673347	tt0439100	6	8
tt16740114	tt16738280	1	15
tt16741122	tt15846322	1	3
tt16743646	tt10313176	3	11
tt1674661	tt0439100	6	4
tt1674662	tt0439100	6	7
tt16747602	tt1877368	12	11
tt1674801	tt0859592	4	15
tt1674802	tt0859592	4	16
tt1674848	tt1524993	1	2
tt1674849	tt1524993	1	1
tt16749914	tt0364845	19	11
tt16749928	tt0364845	19	12
tt1675136	tt0439100	6	5
tt1675137	tt0439100	6	6
tt16756722	tt14423420	3	2
tt16757400	tt10313176	3	12
tt16763712	tt1595859	12	11
tt16764726	tt13866548	1	1
tt16764736	tt13866548	1	2
tt16764808	tt13866548	1	3
tt16764812	tt13866548	1	4
tt16764814	tt13866548	1	5
tt16764816	tt13866548	1	6
tt16764822	tt13866548	1	7
tt16764832	tt13866548	1	8
tt16764880	tt13866548	1	9
tt16764882	tt13866548	1	10
tt16764888	tt13866548	1	11
tt16764890	tt13866548	1	12
tt16764900	tt13866548	1	13
tt1676634	tt0052516	1	17
tt1676656	tt1672591	1	31
tt1677218	tt0247882	13	49
tt1678786	tt1578873	1	9
tt1679059	tt1670154	1	2
tt16793692	tt0159877	\N	\N
tt1679970	tt0275148	6	35
tt1680219	tt0110004	1	3
tt1681356	tt0439100	6	9
tt1681772	tt0773262	5	2
tt1681979	tt0275148	8	41
tt1682045	tt1236429	2	1
tt1682059	tt1526695	1	4
tt1682481	tt1280822	2	12
tt1682482	tt1280822	2	11
tt1682611	tt1578873	1	10
tt1682612	tt1578873	1	11
tt1682613	tt1578873	1	12
tt1682614	tt1578873	1	13
tt1682615	tt1578873	1	14
tt1682616	tt1578873	1	15
tt1682617	tt1578873	1	16
tt1682618	tt1578873	1	17
tt1682619	tt1578873	1	18
tt1682620	tt1578873	1	19
tt1682621	tt1578873	1	20
tt1682622	tt1578873	1	21
tt1683084	tt0903747	4	1
tt1683085	tt0903747	4	10
tt1683086	tt0903747	4	11
tt1683087	tt0903747	4	12
tt1683088	tt0903747	4	13
tt1683089	tt0903747	4	2
tt1683090	tt0903747	4	3
tt1683091	tt0903747	4	4
tt1683092	tt0903747	4	5
tt1683093	tt0903747	4	6
tt1683094	tt0903747	4	7
tt1683095	tt0903747	4	8
tt1683096	tt0903747	4	9
tt1683170	tt1103987	3	6
tt1683171	tt1442109	2	1
tt1683172	tt1442109	2	10
tt1683173	tt1442109	2	11
tt1683174	tt1442109	2	12
tt1683175	tt1442109	2	13
tt1683176	tt1442109	2	2
tt1683177	tt1442109	2	3
tt1683178	tt1442109	2	4
tt1683179	tt1442109	2	5
tt1683180	tt1442109	2	6
tt1683181	tt1442109	2	7
tt1683182	tt1442109	2	8
tt1683183	tt1442109	2	9
tt1683249	tt0364845	8	1
tt1683250	tt0364845	8	10
tt1683251	tt0364845	8	11
tt1683252	tt0364845	8	12
tt1683253	tt0364845	8	13
tt1683254	tt0364845	8	14
tt1683255	tt0364845	8	15
tt1683256	tt0364845	8	16
tt1683257	tt0364845	8	17
tt1683258	tt0364845	8	18
tt1683259	tt0364845	8	19
tt1683260	tt0364845	8	2
tt1683261	tt0364845	8	20
tt1683262	tt0364845	8	21
tt1683263	tt0364845	8	22
tt1683264	tt0364845	8	23
tt1683265	tt0364845	8	24
tt1683266	tt0364845	8	3
tt1683267	tt0364845	8	4
tt1683268	tt0364845	8	5
tt1683269	tt0364845	8	6
tt1683270	tt0364845	8	7
tt1683271	tt0364845	8	8
tt1683272	tt0364845	8	9
tt1683377	tt0439100	6	11
tt1683798	tt1179817	3	5
tt1683858	tt0439100	6	10
tt16843070	tt15743954	3	1
tt1684383	tt0122814	1	3
tt1684384	tt0122814	1	4
tt1684690	tt0122814	1	2
tt1685225	tt0275148	10	40
tt1685312	tt1160042	1	5
tt1686258	tt0756522	2	40
tt1686757	tt0439100	6	12
tt1687087	tt0852863	2	30
tt1687556	tt0852863	2	29
tt1688550	tt1103987	3	7
tt1688792	tt0247882	14	1
tt1688807	tt0413573	7	1
tt1690739	tt0236908	1	3
tt1690888	tt1179817	3	6
tt16913116	tt0203259	23	12
tt1691360	tt0773262	5	4
tt1691535	tt0773262	5	3
tt16915352	tt1635327	15	6
tt16915382	tt1871111	16	2
tt1691544	tt1280822	2	13
tt16915730	tt15765700	1	53
tt1691628	tt1676701	1	7
tt1691665	tt0302166	1	15
tt1692517	tt0105941	5	2
tt1692518	tt0105941	3	10
tt1692557	tt0452046	6	1
tt1692588	tt1688779	1	3
tt1692589	tt1688779	1	4
tt1692590	tt1688779	1	2
tt1692651	tt1103987	3	8
tt1692652	tt1103987	3	9
tt1692653	tt1103987	3	10
tt1693193	tt0122814	1	5
tt1693194	tt0122814	1	6
tt1693195	tt0122814	1	7
tt1693237	tt1688779	1	1
tt1693336	tt0110004	1	4
tt1693337	tt0110004	1	5
tt1695151	tt0105941	3	11
tt1695152	tt0859592	4	18
tt1695160	tt1604096	1	3
tt1695311	tt1160042	1	7
tt1695364	tt1179817	3	7
tt1695440	tt0105941	3	12
tt1695441	tt0859592	4	17
tt1695681	tt1160042	1	6
tt16961088	tt1595859	12	12
tt16961092	tt1595859	12	13
tt1697001	tt0203259	12	2
tt1697012	tt1674928	1	33
tt16970602	tt2741602	9	9
tt16970788	tt16914704	1	3
tt16972286	tt10313176	3	13
tt16979544	tt16976364	1	11
tt1698243	tt1674928	1	13
tt1698244	tt1674928	1	32
tt16983958	tt2604124	11	8376
tt1698439	tt1179817	3	8
tt16985352	tt11318388	2	5
tt16985666	tt6466932	\N	\N
tt1698854	tt1697787	1	4
tt1698972	tt1674928	1	36
tt1698973	tt1674928	1	1
tt1699104	tt1358522	2	16
tt1699105	tt1358522	2	7
tt1699106	tt1358522	2	8
tt1699107	tt1358522	2	9
tt1699327	tt0773262	5	5
tt16993884	tt0413573	19	1
tt1699544	tt0773262	5	6
tt1699644	tt1674928	1	4
tt1699645	tt1674928	1	2
tt1699646	tt1674928	1	3
tt1699647	tt1674928	1	5
tt1700135	tt0122814	1	10
tt1700136	tt0122814	1	8
tt1700137	tt0122814	1	9
tt17005130	tt2235759	3	10
tt17008868	tt15222488	1	1
tt1701047	tt1674928	1	38
tt1701257	tt0452046	6	4
tt1701258	tt0452046	6	2
tt17013512	tt15059482	2	2
tt1701804	tt0460649	6	1
tt1701840	tt1674928	1	39
tt1701872	tt0060033	1	32
tt1701873	tt0060033	1	33
tt1701879	tt1699440	1	17
tt1701880	tt1699440	1	4
tt1701881	tt1699440	1	9
tt1701882	tt1699440	1	26
tt1701883	tt1699440	1	16
tt1701884	tt1699440	1	6
tt1701885	tt1699440	1	20
tt1701886	tt1699440	1	11
tt1701887	tt1699440	1	5
tt1701888	tt1699440	1	14
tt1701889	tt1699440	1	2
tt1701890	tt1699440	1	18
tt1701891	tt1699440	1	3
tt1701892	tt1699440	1	10
tt1701893	tt1699440	1	8
tt1701894	tt1699440	1	21
tt1701895	tt1699440	1	1
tt1701896	tt1699440	1	24
tt1701897	tt1699440	1	23
tt1701898	tt1699440	1	22
tt1701899	tt1699440	1	13
tt1701900	tt1699440	1	15
tt1701901	tt1699440	1	19
tt1701902	tt1699440	1	7
tt1701903	tt1699440	1	12
tt1701991	tt0182576	9	18
tt1702020	tt1697785	1	6
tt1702064	tt1595859	1	2
tt1702115	tt0247882	14	2
tt1702168	tt0203259	12	1
tt1702333	tt1179817	3	9
tt1702667	tt1696268	6	1
tt1702934	tt1699440	1	25
tt1703432	tt0110004	1	6
tt17042774	tt10544020	1	41
tt17042782	tt10544020	1	42
tt17042788	tt10544020	1	43
tt17042806	tt10544020	1	70
tt17042816	tt10544020	1	66
tt17042828	tt10544020	1	65
tt17042846	tt10544020	1	64
tt17043350	tt10544020	1	61
tt17043360	tt10544020	1	59
tt17043370	tt10544020	1	56
tt17043378	tt10544020	1	54
tt17043384	tt10544020	1	53
tt17043392	tt10544020	1	44
tt17043396	tt10544020	1	45
tt17043436	tt10544020	1	47
tt17043466	tt10544020	1	51
tt17043496	tt10544020	1	49
tt17043504	tt10544020	1	50
tt17043512	tt10544020	1	48
tt17045026	tt1888075	11	3
tt17047868	tt13579538	6	1
tt1704831	tt0247882	7	42
tt1704843	tt0413573	7	2
tt1704873	tt1235099	2	22
tt1704874	tt1235099	2	21
tt17049396	tt1888075	11	2
tt1705615	tt1103987	3	11
tt17058480	tt0182576	20	12
tt1706158	tt1674928	1	47
tt1706159	tt1674928	1	45
tt1706160	tt1674928	1	44
tt1706161	tt1674928	1	40
tt1706162	tt1674928	1	46
tt1706163	tt1674928	1	42
tt1706164	tt1674928	1	41
tt1706165	tt1674928	1	48
tt1706531	tt1636691	1	15
tt1706534	tt1674928	1	43
tt17066890	tt15151526	1	3
tt1706883	tt0203259	12	3
tt1706965	tt0852863	2	31
tt1707124	tt1179817	3	10
tt1707588	tt0852863	2	32
tt1707589	tt0852863	2	33
tt1707590	tt0852863	2	34
tt1707591	tt0852863	2	35
tt1707609	tt0458290	3	1
tt1707610	tt0458290	3	10
tt1707611	tt0458290	3	11
tt1707612	tt0458290	3	12
tt1707613	tt0458290	3	13
tt1707614	tt0458290	3	14
tt1707615	tt0458290	3	15
tt1707616	tt0458290	3	16
tt1707617	tt0458290	3	17
tt1707618	tt0458290	3	18
tt1707619	tt0458290	3	19
tt1707620	tt0458290	3	2
tt1707621	tt0458290	3	20
tt1707622	tt0458290	3	21
tt1707623	tt0458290	3	22
tt1707624	tt0458290	3	3
tt1707625	tt0458290	3	4
tt1707626	tt0458290	3	5
tt1707627	tt0458290	3	6
tt1707628	tt0458290	3	7
tt1707629	tt0458290	3	8
tt1707630	tt0458290	3	9
tt17080468	tt15197344	1	3
tt1708574	tt1595859	1	3
tt1708733	tt1103987	3	12
tt1708873	tt0972412	4	1
tt1709071	tt0439100	6	13
tt1710095	tt0972412	4	3
tt1710689	tt0182576	9	7
tt1710812	tt1699440	1	27
tt1710813	tt1699440	1	28
tt1710824	tt1179817	3	11
tt1711857	tt1615919	1	2
tt1711858	tt1615919	1	3
tt1712885	tt0110004	1	7
tt1712886	tt0110004	1	8
tt1713135	tt0449545	4	1
tt1713136	tt0449545	4	8
tt1713137	tt0449545	4	3
tt1713138	tt0449545	4	6
tt1713139	tt0449545	4	4
tt1713140	tt0449545	4	9
tt1713141	tt0449545	4	5
tt1713578	tt0200325	28	11
tt1713680	tt0449545	4	2
tt1713724	tt1600194	1	4
tt1713725	tt1600194	1	5
tt1713733	tt0460649	6	2
tt1713778	tt1103987	3	13
tt1713859	tt1699440	1	29
tt1713860	tt1699440	1	30
tt1713861	tt1699440	1	32
tt1713862	tt1699440	1	31
tt1713886	tt1179817	3	14
tt1713887	tt1179817	3	12
tt1713888	tt1179817	3	13
tt1714453	tt1600194	1	2
tt1715177	tt1358522	2	12
tt1715700	tt1358522	2	13
tt1716861	tt0452046	6	3
tt1717026	tt1615919	1	4
tt1717268	tt1307510	1	24
tt1717349	tt0203259	12	4
tt1718535	tt1586637	\N	\N
tt1719238	tt1683631	1	11
tt1720629	tt0105941	5	3
tt1720655	tt0773262	5	8
tt1720678	tt1094229	4	1
tt1721224	tt0773262	5	7
tt1721803	tt1307510	1	4
tt1721969	tt0324852	1	1
tt1723669	tt0460649	6	3
tt1723838	tt1595859	1	4
tt1723839	tt1595859	1	5
tt1723840	tt1595859	1	6
tt1724032	tt1050231	1	56
tt1724292	tt1307510	1	5
tt1724294	tt1715425	1	4
tt1724309	tt0413573	7	5
tt1724327	tt1103987	3	15
tt1724466	tt0044268	2	12
tt1724467	tt0044268	1	12
tt1724468	tt0044268	2	6
tt1724469	tt0044268	1	2
tt1724470	tt0044268	2	8
tt1724471	tt0044268	2	9
tt1724472	tt0044268	2	11
tt1724473	tt0044268	1	6
tt1724474	tt0044268	1	8
tt1724475	tt0044268	2	13
tt1724476	tt0044268	2	1
